text,label,label_name,source
"The question as to the admissibility of Revision petition under Section 115 of Code of Civil Procedure, 1908 and appeal/ review of the order/judgment under section 6 of the Specific Relief Act, 1963 was examined by the High Court of Delhi, consisting of Justice Pratibha M. Singh in the matter of Balwinder Singh vs. Kamal Kishore [CM APPL. 42960/2021] on 24.12.2021. The facts of the case were that Plaintiff is the owner of the West part of property No. A-40 (part) Mansarovar Park, Shahdara, Delhi, (hereinafter “suit property”) which was allegedly illegally broken into by Defendant, who was the owner of the remaining part of the suit property. The suit was filed under Sections 6 and 39 of the Specific Relief Act, 1963 seeking a decree of declaration, recovery of possession, and mandatory injunction in relation to the suit property. Plaintiff was able to establish that the property was purchased from one Sh. Monu Aggarwal by producing the electricity bills in the name of Shri Monu Aggrawal. A photograph PW1/X8-13 placed on the record of the Trial Court clearly showed that there was a wall which was erected between the Plaintiff’s and Defendant’s portion which was demolished by Defendant. Further Exhibit DW6/1, which is relied upon by both the parties also reveals the entrance to the Plaintiff’s side of the property having been freshly plastered with the evidence of a doorbell space in the wall which showed that there was a separate entrance from the street, to the suit property. On the strength of the evidence, the Trial Court directed Defendant to hand over the peaceful and vacant possession of the suit property to Plaintiff and to restore the main door in front of the road along with the partition wall of the suit property within one month from the date of judgment. The learned Counsel for the plaintiffs contended that the actual position was that one part of the property was in the possession of Defendant, however, the suit property, i.e., 1/4th share of the property was in possession of the Plaintiff. Moreover, there was a partition wall erected to divide the two portions of the property which were in the possession of the Defendant and the Plaintiff respectively. There was also a front door which enabled entrance to the suit property. Since the Plaintiff was not regularly residing in the suit property since 2006 and was residing in",4,Property / Real Estate Law,ilc
"The allegation made in the writ petition is vague and ambiguous as to the lapses in the investigation. If the petitioner had pointed out something relevant to the case which can be investigated instead of pinpointing some old enmity between the deceased and respondent. This honourable judgement was passed by In the High Court of Judicature at Bombay Bench at Aurangabad in the case of Rajendra @ Raju s/o. Laxman Chandane vs the State of Maharashtra and Others [Criminal Writ Petition NO. 77 OF 2020] by the Hon’ble Ravindra v. Ghuge and B. U. Debadwar. Some boys belonging to Matang community went swimming near the mother of accused Sumit shastri, being annoyed by the kids they ridiculed, insulted after beating them mercilessly. Deceased Vinod Chandane took cognizance of that incident and made publicity of the same up to the national level. Taking cognizance of that incident, brought to light by deceased Vinod Chandane, crime was registered and after trial, Ishwar Joshi, cousin brother of Sumit Shastri was arrested and prosecuted. On 19-03-2019 itself, Vijay Laxman Chandane, younger brother of Vinod Chandane, lodged a report to Pahur police station about the missing of his elder brother Vinod Chandane. After lodging the missing report, Rajendra Chandane lodged FIR at Pahur Police Station inter alia narrating many instances leading to suspicion against Chandrashekhar Wani and others. On the basis of the said report, for the offences punishable under Sections 363, 364, 120- B, 341 of I.P.C. and Section 3(2)(v) of the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989 came to be registered against original accused Nos. 1 to 4 viz. Chandrashekhar Wani, Mahendra Rajput, Namdar Tadvi and Vinod Deshmukh, at Pahur Police Station. Following this, his dead body was found. The court was of the view that “In the absence of prima facie evidence, only on the basis of allegations made in the missing report and the FIR that deceased Vinod Chandane was exposing Chandrashekhar Wani by way of making various complaints to various authorities alleging that he had misappropriated funds allocated to the Gram Panchayat for disbursement of the same to needy persons under various Government schemes, inference cannot be drawn that respondent Nos. 6 to 8 were also party to the conspiracy hatched for the commission of murder of Vinod Chandane. But It is pertinent to note that I.O. gets every right to file a supplementary charge sheet",1,Criminal Law,ilc
The author retains the moral rights to be identified as the creator of the artistic work.,7,Intellectual Property Law,original
A 'Common Law' marriage is recognized in some jurisdictions where parties live together as spouses.,5,Family Law,original
"There is a distinction between jurisdiction of district courts and family courts when it comes to appointment of a guardian for the minor’s property or the minor. Only the Family Court has the authority to appoint a guardian for the minor, the district courts have no authority to do so but they can appoint a guardian for minor’s property. This distinction has been highlighted by Justice A. Mohamed Mustaque and Justice Sophy Thomas in the case of K.S. NARAYANA ELAYATHU V. SANDHYA [MFA NO. 150 OF 2021]. Facts of the case are the mother and father of the minor were living separately as a result of a strained marital relationship while the minor was staying with mother. Sandhya filed an application under Guardian and Wards Act that declared her as the guardian of the person and property of the minor Nivedya which was challenged by the respondent husband as he contended that the district court has no jurisdiction to entertain the petition because this power has been taken by the Family court as per section 7 of family Courts Act. Here the District court stated that when it is the property that is also involved then in such cases the power to adjudicate upon the matter lies with the District Court and this was the order that had been challenged. The question of law settled in the present case was whether the district court has the authority to entertain a petition for appointment of a guardian for the property of the minor and the minor? Here the court drawing comparisons and elaborations upon Family Courts Act section 7(1) explanation (g) said that the authority of the district court in matters related to guardianship, custody the jurisdiction has been given to the Family Court but the High Court highlighted that property is not one of the subjects given under section 7 of Family Courts Act and hence the jurisdiction of settling disputes regarding property related matters of a minor cannot be taken away by the family courts and it shall vest with the district court. The matters regarding guardianship of the minors have been dealt under Family Courts Act section 7 explanation (g) hence their jurisdiction has been taken away by section 8 of the act. District court often overstep their jurisdiction in deciding the matters however we must keep it in mind the object for establishment of family court or",5,Family Law,ilc
"In any criminal case, the prosecution has to prove under the Indian Penal Code, that the accused are guilty beyond reasonable doubt, held, a bench of Justice VK Jadhav and Justice Shrikant Kulkarni, while adjudicating the matter in Shri Sharad Ashok Thange v. State of Maharashtra; [CRIMINAL APPEAL NO.135 OF 2014]. On 16.9.2012 at about 3.00 a.m. PW 1-Raosaheb Kondiba Dukale-father of the deceased Kalindi has fled F.I.R at Shevgaon Police Station. It has been stated in the FIR that deceased Kalindi was given in marriage to appellant/accused no.1 Sharad Thange and marriage was performed on 29.1.2012. It has been alleged that Kalindi was treated well for a period of one month and, thereafter subjected to cruelty on account of the nonfulfllment of demand of Rs.50,000/- (Rs. Fifty Thousand) for purchasing a motorcycle. It has also alleged that on 13.9.2012 when the complainant has invited all the accused in his house for Dhonde Feast, appellant/accused no.1 Sharad has made a demand of one Tola Gold Ring, however, due to poor economic condition, complainant PW 1 Raosaheb could not fulfll the said demand. However, he has promised that when he will fetch good yield from his land, said ring will be given. All the accused left the house of the complainant alongwith Kalindi, however, while leaving the house deceased Kalindi was crying. On the very next day, i.e. on 15.9.2012 deceased Kalindi informed to her brother. PW 3 Dada Dukle stated on phone that as golden ring was not given to her husband appellant/accused, he has severally assaulted her and subjected her to cruelty. On the same day, at about 3.00 p.m. Sarpanch of village Avane informed to PW 3 Dada Dukle on phone that his sister deceased Kalindi died due to burns in the house of the accused. Accordingly, PW 1 Raosaheb, his wife Prayagbai and other relatives rushed to the house of the accused at Barhanpur, Tq. Shevgaon, District Ahmednagar. They have found that deceased Kalindi was totally in burnt condition and her dead body was lying in the house of the accused. They have carried said dead body to the Civil Hospital, Shevgaon. PW 1 Raosaheb has expressed his suspicion that since demands of Rs.50,000/- for purchasing the motorcycle and one Tola gold ring were not satisfied, his daughter was subjected to cruelty on that count, and accordingly, deceased Kalindi had committed suicide by setting herself on fire.",1,Criminal Law,ilc
A 'Supplemental Pleading' was filed to include facts that occurred after the original filing.,9,Civil Procedure / Other,original
Fair use doctrine permits the reproduction of copyrighted material for criticism or research.,7,Intellectual Property Law,original
"Chapter II of the Patents Act, 1970 enlists a number of inventions that cannot be patented. These include inventions such as those relating to atomic energy, or those which are a mere aggregation of traditional knowledge, amongst others.",7,Intellectual Property Law,milpac_ip
"The supreme court had observed in India Pipe Fitting Co. Vs. Fakruddin M.A. Baker and another, that – The scope is limited to an enquiry as to the existence of some perversity or grave error in the order passed by Court or Tribunal that would call for rectification. A single judge bench comprising of Hon’ble Justice Manoj Kumar Tiwari, in the matter of Niyaz &amp; others Vs. Mohammad Hussain &amp; others (Writ Petition (M/S) No. 1096 of 2021), dealt with an issue where the defendant filed a petition under Article 227 of the Constitution against the order passed by learned Additional District Judge in Misc. Civil Appeal filed under Order 43 Rule 1(r) C.P.C. In the present case, the trial court refused to grant a temporary injunction and the defendants were refused from interfering with the possession of the plaintiffs, over the suit property. The court observed that – “temporary injunction is a discretionary relief and this Court while exercising supervisory jurisdiction under Article 227 of the Constitution will not interfere with the exercise of discretion by learned Courts below unless such exercise is patently illegal.” The court also stated that while exercising power under Article 227 of the Constitution, this Court is not supposed to re-appreciate facts. The court found that the trial court erred in not granting a temporary injunction in their favor since plaintiffs had a prima facie case and balance of convenience was also in their favor. Thereby the Writ petition failed and was dismissed.",9,Civil Procedure / Other,ilc
"“Unless arbitrariness or mala fide on the part of the tendering authority is alleged, the expert evaluation of a particular tender, particularly when it comes to technical evaluation, is not to be second-guessed by a writ court.”, this remarkable stand was forwarded by Hon’ble Supreme Court, in a three judge bench chaired by Hon’ble Justice Mr Rohinton Fali Nariman, Mr. Navin Sinha &amp; Mr. K.M. Joseph in the Civil appeal case of Galaxy Transport Agencies, Contractors, Traders, Transports &amp; Suppliers V. New J.K. Roadways, Fleet Owners &amp; Transport Contractors &amp; Ors., [SLP (Civil) No. 12766 of 2020]. In this appeal, the Inspector General of Police, Kashmir Zone, Zonal Police HQR’s Kashmir, Srinagar [“ZPHS”], being Respondent No. 4 before us, invited online tenders (e-tenders) vide e-N.I.T. No. 01 of 2020 dated 18.02.2020 [“N.I.T.”] from reputed transporters, registered firms/associations for the supply of various types of commercial vehicles (without fuel) for the carriage of troops and equipment for the Financial Year 2020-2021. Pursuant to the N.I.T., 4 parties, namely, M/s Associated Contractors; M/s Quareshi Transport Co.; M/s Galaxy Transport Agencies, Contractors, Traders, Transports and Suppliers [“Appellant”]; and M/s New J.K. Roadways, Fleet Owners and Transport Contractors [“JK Roadways”] submitted their bids for consideration and the same were uploaded through an e-tendering system. The tender process consisted of a technical bid and a financial bid. The Tender Opening Committee met on 11.03.2020 and found that JK Roadways, Respondent No. 1 herein, and Associated Contractors did not meet the qualifying requirements of the technical bid, leaving Quareshi Transport Co. and the Appellant, who were considered technically eligible for the allotment of the contract. The Appellant’s financial bid being the lowest, vide an order dated 30.03.2020, the Appellant was allotted the contract for the supply of commercial vehicles for the Financial Year 2020-2021. A writ petition was filed by JK Roadways seeking the quashing of the allotment of the contract in favour of the Appellant. JK Roadways filed a letters patent appeal before the Division Bench of the High Court of Jammu and Kashmir at Srinagar [“Division Bench”]. By the impugned judgment dated 16.10.2020. Resultantly, the judgment of the Single Judge dated 30.06.2020 was set aside and the contract awarded in favour of the Appellant was quashed. The official respondents were directed to invite fresh tenders and complete the process within a period of 1 month from the date of the order of the Division",0,Contract Law,ilc
"As per Regulation 49 of the Competition Commission of India (General) Regulations, 2009, the fee has to be paid as per the following: Rs. 5,000 (ﬁve thousand) in case of individual or Hindu Undivided Family (HUF), or Rs.10,000 (ten thousand) in case of Non-Government Organisation (NGO), or Consumer Association, or a Co-operative Society, or Trust, or Rs. 40,000 (forty thousand) in case of ﬁrm (including proprietorship, partnership or Limited Liability Partnership) or company (including one-person company) having turnover in the preceding year up to rupees two crore, or Rs. 1,00,000 (one lakh) in case of ﬁrm (including proprietorship, partnership or Limited Liability Partnership) or company (including one-person company) having turnover in the preceding year exceeding rupees two crore and up to rupees ﬁfty crore. Rs. 5,00,000 (ﬁve lakhs) in cases not covered under any of the above categories.",3,Corporate / Company Law,milpac_cci
"“As we have already indicated, in the absence of any provision in the service rules for reinstatement, if an employee is honourably acquitted by a criminal court, no right is conferred on the employee to claim any benefit including reinstatement.” Said Hon’ble Acting Chief Justice Rajesh Bindal and Hon’ble Justice Aniruddha Roy of Calcutta High Court. In the matter of Jagdish Chandra Mondal versus State of West Bengal and Others [ W.P.S.T. 414 of 2013 ] This decision was given under the facts of the writ petition which was filed in response to the order (for short, the impugned order) issued by the West Bengal Administrative Tribunal, Kolkata (for short, the Tribunal) in OA 1423 of 2012 (Jagadish Chandra Mondal vs. The State of West Bengal &amp; Ors.) [the Original Application]. The Original Application was dismissed, and the order of dismissal of the petitioner from service on the basis of a criminal conviction was upheld. The petitioner was a constable with the Howrah District Police Force. He was then charged with gross indiscipline and dereliction of duty. The petitioner was arrested in P.S. Case No. 4 dated January 22, 1987, and Barrackpore, P.S. Case No. 10 W.P.S.T. 414 OF 2013 and 11 dated August 28, 1987, under Sections 429, 468, and 120B of the Indian Penal Code (for short, IPC) for forging railway warrants in the names of both fictitious and genuine persons in his official capacity during 1984, 1985, 1986, and 1987. He was detained until May of 1987. Charge sheets were issued. The petitioner was also involved in Titagarh, P.S. Case No. 297, dated October 27, 1989, under Sections 498A and 306 of the Indian Penal Code because his wife was forced to commit suicide. On October 27, 1989, he was arrested in this criminal case and remained in custody until January 25, 1990. The necessary charge sheet was submitted. He was convicted by the learned Second Additional District and Sessions Judge of Barasat, North 24 Parganas, and was imprisoned from September 24, 1992, to November 23, 1992. On the basis of the said enquiry report, disciplinary proceedings were initiated against the petitioner, and a final order was issued by the disciplinary authority on January 31, 2011, in which the petitioner was dismissed from service with immediate effect in accordance with Regulation 864 of the Police Regulations of Bengal, 1943, and consequential directions were also issued. The petitioner",6,Labour & Employment Law,ilc
"The RBI has categorically issued a notification wherein it is stated that Non-CTS cheques will not be presented before the Bank for encashment from December 31, 2013. This was upheld in the judgment passed by a single judge bench comprising of HON’BLE MS. JUSTICE SINDHU SHARMA, in the matter Ravi Kumar Sharma V. Yoginder Singh [IA No. 01/2016], dealt with an issue where the petitioner filed a petition seeking quashing of criminal proceedings in which cognizance under section 138 of the Negotiable Instrument Act, 1881 has been taken by the Sub-Judge/Special Mobile Magistrate, Jammu on the complaint filed by the respondent. The complaint was filed by the respondent/complainant herein alleging that the petitioner borrowed a sum of Rs.2,50,000/- from the complainant and after some time, he issued a cheque drawn on Ellaquai Dehati Bank, Jammu for liquidation of the debts. The cheque was presented by the respondent/complainant for payment but the said cheque was dis-honoured vide memo. The petitioner seeks exercise of the inherent powers of this Court under Section 561-A Cr.P.C, on the ground that the complaint is false and frivolous, because as per Income Tax Act, every loan beyond Rs.2,00,000/- could be advanced only through cheque and since the complainant has nowhere pleaded in his complaint that the amount was paid in cheque, therefore, it is a violation of Section 266 (ss) of the Income Tax Act and the stand of the respondent-complainant is that he paid Rs. 2,50,000/- in cash is false. The complaint is liable to be dismissed because the cheque for which, the complaint was filed could not have been presented before the Bank and, as such, the same could not have been encashed also for the reason that it became obsolete by December 2013, therefore, it is not legally enforceable debt against which the complaint under Section 138 of Negotiable Instrument Act. Moreover, the cheque could not have been given by the petitioner herein on 05.02.2015 because the same had become obsolete and it is categorically mentioned in the statement duly made by the petitioner that the cheque was issued from Mr. Surinder Khanna in the year 2006-2007. After hearing both sides, the Hon’ble High Court of Jammu and Kashmir dismissed the petition and held that the powers of this Court under Section 561-A Cr.P.C. are not to promote such litigation which is opposed to the concept of justice which is also a paramount",9,Civil Procedure / Other,ilc
The eminent domain power allows the government to take private property for public use with compensation.,4,Property / Real Estate Law,original
"In a case of preventative detention, no crime has been proven, no charge has been issued, and the grounds for such imprisonment is suspicion or reasonableness, rather than a criminal conviction that can only be justified by legal evidence. Preventive justice entails taking steps to prevent illegal activities from being perpetrated. However, when a person’s most fundamental human right, personal liberty, is violated, the laws of preventative detention must be strictly applied, and strict adherence to procedural protections, no matter how technical, must be made mandatory, this was brought up by Justice Vinod Chaterji Koul of the Jammu and Kashmir High Court in the matter of Mohammad Maqbool Dar versus Union Territory of Jammu and Kashmir [ WP(Crl) no. 148/2020] The order was passed for the fact that the detention order has been challenged on several grounds, learned counsel for the petitioner has adamantly argued that the material relied on by the detaining authority in making the impugned detention order has not been provided to the detainee in order for him to make an effective and meaningful representation. Another argument advanced by qualified counsel for the petitioner is that the grounds of detention are a carbon copy of the police report. Respondents argue in their counter-affidavit that the order of custody is not unconstitutional since it was necessary to hold the detainees under preventive detention. The detainee has been engaging in activities that jeopardise the state’s security. The detainees’ legal arguments are claimed to be legally flawed, unsustainable, and without validity. The grounds for detention are also claimed to be exact, immediate, and relevant. The detainee was also informed that he might appeal his custody order to the government. The warrant was read to him and explained, and the order was issued after careful consideration. The detainee’s main claim in this writ petition is that he was unable to make an effective and meaningful representation against his detention, either to the detaining authority or to the Government, because he was not provided with the necessary materials by the detaining authority. As a result, there is a violation of Article 22 (5) of the Constitution of India, and in the absence of such material. It was held by the court when appropriate remedies are available under the laws of the land for any omission or commission under such laws, preventive detention is not an option. As seen in, V. Shantha v.",2,Constitutional Law,ilc
"Moral policing cannot be allowed in a case where married major couples were forcibly separated by parents was considered by the bench of High Court of Madhya Pradesh consisting of JUSTICE NANDITA DUBEY in the matters between Guljar Khan v. State of Madhya Pradesh and Others (WP No. 1714 of 2022). Brief facts of the case are the plaintiff-husband married his wife with her consent after voluntarily choosing Islam. State’s alleged that the marriage violated the Madhya Pradesh Religious Freedom (MPFR) Act 2021 and therefore the woman should be sent to Nari Niketan. Presently, Guljar Khan, moved a Habeas Corpus petition to the court seeking orders for release of his wife, who was forcibly taken to Banaras by her parents and detained there illegally. The counsel for petitioner contended that the woman had voluntarily married the petitioner and had never been forced to convert and that whatever she did was according to her wishes. His family and grandparents forcibly took him to Banaras, where he was beaten and repeatedly threatened with statements against her husband and she wanted to go with him as she had married her husband willingly. The counsel for respondent objected that their marriage would be considered null and void as the marriage took place in violation of the Madhya Pradesh Religious Freedom (MPFR) Act 2021, as per section 3 of which, no one may convert for the purpose of marriage and any conversion contrary to this provision will be deemed null and void, so the petitioner’s marriage must be declared null and void. The Madhya Pradesh High Court held that the Constitution gives every adult citizen of this country the right to live his life as he wishes. No moral policing can be done in matters where two great individuals are willing to stay together. whether by marriage or in an ongoing relationship, the party to this arrangement does so willingly and without coercion. The court found that both the applicant and her husband were older, and that the age of the woman in the case was not disputed by either party. Therefore, the court ordered the relevant authorities to hand over his wife to the plaintiff and ensure that the plaintiff-husband and wife reached their home safely and instructed the police to make sure they are not threatened by the spouse’s parents.",2,Constitutional Law,ilc
State emergency can be declared if there is a failure of the constitutional machinery in a state.,2,Constitutional Law,original
"You can use the symbol @TM next to marks which have been applied to goods but have not yet been registered. This will put the public on notice that you have claimed rights over the particular ""mark"" and that the said mark is pending registration. You can use the symbol @R to denote that a particular trademark has been registered. Therefore, you have the exclusive right to use that trademark or service mark.",7,Intellectual Property Law,milpac_ip
"An independent evidence must exist, apart from the oral statements of the victim, in order to convict an accused. The High Court bench consisting of J. H P Sandesh, adjudicated on the matter of State of Karnataka by Whitefield Police Station Bengaluru v. Christopher Ireland &amp; Ors. [Criminal Appeal No. 173/2011], wherein the accused were charged under the provisions of Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989. The complainant was assaulted by the accused who belonged to Scheduled Caste and Scheduled Tribe. They tore the clothes of the complainant, pushed and pulled her and outraged her modesty and intentionally insulter her referring to her caste and humiliating her publicly. The accused together hence committed various offences punishable under the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989. The accused claimed trial before the Trial Court and did not plead guilty. The Trial Judge acquitted the accused and hence, the present appeal was filed by the aggrieved appellant. The Prosecution argued that the Trial Court Judge had committed an error as he had failed to consider the evidence put forth. The accused were the family members of the victim’s husband and they had intentionally trespassed into the house of the complainant and abused her. The counsel appearing for the respondent argued that the Trial judge appreciated the contradictions in the cross examinations and realised the discrepancies between the medical evidence and the case of the prosecution, and hence, had rightly acquitted the accused.",1,Criminal Law,ilc
"If the party seeking conﬁdentiality wrongly, unjustiﬁably or in an overarching manner claims that making the document or documents or information or a part or parts thereof public will result in disclosure of trade secrets or destruction or appreciable diminution of the commercial value of any information or can be reasonably expected to cause serious injury, the Commission may revoke conﬁdential treatment over the information or the documents, which were claimed to be conﬁdential on such averments and assertions. Further, the Commission may also direct such party to ﬁle information and claim conﬁdentiality strictly in accordance with the parameters provided under the General Regulations. Failure to adhere to parameters while claiming conﬁdentiality on self-certiﬁcation basis may result in the adjudication of such conﬁdentiality claims by the Commission itself, besides being viewed as delaying tactics with attendant consequences.",3,Corporate / Company Law,milpac_cci
A dispute arose regarding the payment terms for the acquisition of the industrial machinery.,0,Contract Law,original
"The Commission may, if considered necessary or expedient, set up Conﬁdentiality Ring(s) at any time during the proceedings. Such ring comprises authorized representatives of the parties who would only be able to access the conﬁdential information in an unredacted form. The Commission, while setting up a Conﬁdentiality Ring, may decide the extent of information to be made accessible as well as the parties and their members to be included in the Conﬁdentiality Ring, as deemed appropriate for the purpose.",3,Corporate / Company Law,milpac_cci
The welfare of the child is the paramount consideration in determining the grant of custody.,5,Family Law,original
The Board of Directors passed a resolution to increase the authorized share capital for the merger.,3,Corporate / Company Law,original
"The Insolvency Resolution Professional (IRP) took over the assets of a distressed media company and attempted to sell its copyrighted film library to pay off financial creditors. The original film producers objected, claiming that the media company only held a revocable streaming license, not an absolute assignment of the copyrights. The NCLT referred the matter to the IP court, which confirmed that a licensee cannot transfer copyright ownership, and the IP assets were immune from liquidation as they did not belong to the corporate debtor.",7,Intellectual Property Law,synthetic
"When the policy is unreasonable, discriminatory and in breach of the equality guaranteed by the Constitution, the Court necessarily has to step in by exercising its powers of judicial review, protect the fundamental rights of the aggrieved persons. This judgment was pronounced by the division bench comprising Justice Dipankar Datta and Justice G.S. Kulkarni in the matter of Ms. Vinita Umesh Singh v. The Administrator, Dadra &amp; Nagar Haveli and Ors. [WP No. 96105 of 2020]. The petitioner, a domicile of Dadra &amp; Nagar Haveli, is an aspirant for admission to the MBBS course for the academic year 2020-21. She has appeared for the NEET-2020 examination and has secured a sufficiently high score of 502 marks out of 720 marks. For admissions to the MBBS course for the Academic year 2020-21 the Union Territory Administration of Dadra &amp; Nagar Haveli and Daman &amp; Diu has issued an ‘Admission Prospectus 2020-21’. The petitioner alleged that the admission of the petitioner was unlikely in view of Admission Rules prescribing the ‘First Priority’ even after scoring high in the NEET examination and even after qualifying the eligibility criteria so prescribed. This rule inter alia provides that a candidate whose parents are domicile of the Union Territory and has studied from the VIII Standard to the XII Standard, from a recognized school in the Union Territory would qualify under the category of ‘First Priority’ for admission to the MBBS Course. The Hon’ble High Court while deciding upon the matter, held that “As a sequel to the above deliberation, we are of the considered view that in the peculiar facts and circumstances of the case, it would amount to negating the right of the petitioner, guaranteed under Article 14 of the Constitution, in the petitioner being not granted admission to the MBBS course for the academic year 2020-21 and by keeping her outside the ambit of the ‘First Priority’ as prescribed under Rule 4(a). Also, a holistic reading of Rule 4(a) conjointly with the relaxation it already permits would certainly make a way for such inclusion of the petitioner. We are hence inclined to allow the petition by the following order: (i) the respondents are directed to admit the petitioner to the first year MBBS course for the academic year 2020-21 by considering her in the ‘First Priority’ as prescribed under Rule 4(a). (ii) Rule is made absolute in the above terms. No costs. This",9,Civil Procedure / Other,ilc
"The non- implementation of the Act holds adverse consequence on the dispensation of administration of justice. The present case deals with the answers to – “Why is it that the owners of the property are forced to approach this Court for release of the vehicles or property? Is it that there is no mechanism under the Act for initiating confiscatory proceedings at the earliest? Is it that there is insufficient infrastructure with the State Government for ensuring implementation of the provisions of the Act?” This matter was taken before the Hon’ble the Chief Justice and Hon’ble Mr. Justice S. Kumar in the matter of Manoj Purwe versus The State of Bihar and Others [Civil Writ Jurisdiction Case No.6400 of 2020]. Despite of the observations made by the court, the appropriate authorities did not take any action in initiating the proceedings for confiscation of the property under the Act. Thus the litigants were forced to approach this Court by way of filing separate petitions. The petitioner prayed before this court to issue a writ petition to direct the respondents to release the Three Wheeler Passenger Vehicle which was seized in relation with Exercise case for the offence under section 30(a) of Bihar Prohibition and Exercise Act 2016 added by the Bihar Prohibition and Exercise act 2018; and to grand reliefs for which the petitioner was entitled in relation with the release of the vehicle. The court made a reference to the Bihar Prohibition and Exercise Act, 2016 which states that “(hereinafter referred to as the Act) prohibits the manufacture, storage, distribution, transportation, possession, sale, purchase and consumption of any intoxicant or liquor, unless so allowed in terms of the Act. (Section 13). In addition to the penalty imposed for committing such an offence, Section 56 of the Act lays down the procedure for confiscation of “things” used for in the commission of such an offence”. This court made following directions to the parties in the case of Md. Shaukat Ali Vs. The State of Bihar &amp; Ors CWJC No.20598 of 2019: “Without adjudicating the petitioner’s petition on merits, we are of the considered view that interest of justice would be best met, if the petition is disposed of.” The court held that “We only hope and expect that the Authorities under the Act shall take appropriate action at the earliest and in accordance with law, within the time schedule fixed, failing",1,Criminal Law,ilc
The dispute involves the boundary line between the two manufacturing plants owned by the defendants.,4,Property / Real Estate Law,original
"“List III of Seventh Schedule consists of items shared by both Union and the States In these writ petitions, Regulation 9(IV) and (VII), after amendment dated 05.04.2018 – Regulation 9(4) and (8) of the Post Graduate Medical Education Regulations, 2000, as framed by the Medical Council of India, were under challenge.This was subject matter of a Three-Judge Bench decision of this Court in State of Uttar Pradesh and Others v. Dinesh Singh Chauhan, reported in (2016) 9 SCC 749. There had been some minor amendments thereafter in Regulation 9. ISSUE BEFORE THE COURT: Whether the State is denuded of its power to legislate on the manner and method for admissions to Post Graduate Medical Courses because of the item falling in Union and Concurrent List? RATIO OF THE COURT:Learned senior counsel for the petitioners have vehemently contended that at least three Constitution Bench decisions of this Court, namely, R. Chitralekha and Another v. State of Mysore and Others, reported in (1964) 6 SCR 368, Kumari Chitra Ghosh and Another v. Union of India and Others, reported in (1969) 2 SCC 228 and Modern Dental College and Research Centre and Others v. State of Madhya Pradesh and Others, reported in (2016) 7 SCC 353, have not been considered in Dinesh Singh Chauhan (supra), on the aspect of the legislative competence under List I, Entry 66 and List III, Entry 25 of the Seventh Schedule.It was the main contention of the petitioners that while “the coordination and determination of standards in institutions for higher education” is within the exclusive domain of the Union, medical education under Entry 25, List III, though made subject to Entry 66 of List I, being an Entry in the Concurrent List, the State is not denuded of its power to legislate on the manner and method for admissions to Post Graduate Medical Courses.It was also submitted that though Regulation 9(4) provides for 10% incentive for every year of service in remote/difficult/rural areas up to a maximum of 30% of the score, the provision will not be available to the benefit of the in-service candidates.It was pointed out by the counsel for the UoI that once an Entry is provided under List I, it is the exclusive domain of the Union and even if the Union has not legislated exhaustively in respect of that Entry, the State cannot legislate on that subject. He also submitted that all the",2,Constitutional Law,ilc
"In case of acquisitions, the acquirer is required to ﬁle the notice. In case of M&As, all the parties to the combination are required to jointly ﬁle the notice. (See Regulations 9(1), 9(2) and 9(3) of the Combination Regulations as well as Regulation 11 of CCI General Regulations, 2009)",3,Corporate / Company Law,milpac_cci
Confidential information shall not be disclosed to any third party without the express written permission.,0,Contract Law,original
A 'Qualified Business Income' (QBI) deduction is available for certain small business owners.,8,Taxation Law,original
"Property partition in India may be governed by Hindu Succession Act 1956, the Partition Act 1893, Code of Civil Procedure 1908, the Indian Succession act 1925. If there is an infringement of right over the property in the scenario when other relatives or members of your family try to dispose of the undivided property in an illegal manner, a suit for declaration and permanent injunction can be filed. If the property has already been sold or disposed of by the co-owners to another third party, then a legal notice for partition suit can be sent to the co-sharer along with the other person who has purchased such property. Once a notice has been sent, or file for permanent injunction and cancellation of sale can be filed before the concerned civil court.",4,Property / Real Estate Law,pdf
The Workmen's Compensation Act provides for relief in case of occupational diseases and injuries.,6,Labour & Employment Law,original
"As per the existing legal framework, Section 31(4) of the IBC provides that “Provided that where the resolution plan contains a provision for combination, as referred to in section 5 of the Competition Act, 2002, the resolution applicant shall obtain the approval of the Competition Commission of India under that Act prior to the approval of such resolution plan by the committee of creditors”. As per the above provision, approval of CCI is required prior to approval of COC under the IBC process, in case the IBC transaction is a combination under the Competition Act, 2002.",3,Corporate / Company Law,milpac_cci
The 'Standard Deduction' is a flat dollar amount that reduces the amount of income taxed.,8,Taxation Law,original
